;0
10;"Beim Indoor-Fußball spielt man auf einem kleinen Spielfeld Fünf gegen Fünf statt Elf gegen Elf. Es ist ein Spiel mit vielen Ballkontakten und Torchancen am Fließband. Für euch stehen zwei Plätze zur Verfügung. Bälle könnt ihr entweder selbst mitbringen oder gegen 20€ Pfand im Soccer-Center ausleihen.Zum Angebot gehört kostenlose Saunabenutzung!Die Anmeldung erfolgt online; sie wird jeweils drei Stunden vor Kursbeginn eröffnet. Diese Anmeldung ist verbindlich!Bitte achtet darauf, pünktlich vor Ort zu erscheinen und haltet zu allen Kursen euren Studierendenausweis mit Lichtbild bereit.2G+ Nachweispflicht ab SofortDas heißt, es dürfen nur teilnehmen:- immunisierte Personen (geimpft/genesen), diezusätzlichverfügen über- einenaktuell gültigen Testnachweis(Antigen-Schnelltest max. 24 Std. alt;PCR-Test max. 48 Std. alt).NEU!:Diezusätzliche Testpflicht (2G+) entfälltfür Personen, diezusätzlich zur vollständigen Grundimmunisierung geboostertoder in den letzten drei Monaten von einer Infektiongenesensind.Vor Kursbeginn sind die Teilnehmenden angehalten, den Nachweis zum Corona-Schutz-Status samt Personalausweis vorzulegen. Ohne Nachweis ist die Teilnahme nicht gestattet.------------- ACHTUNG: KOMMT CA. 10 MIN VOR KURSBEGINN! -----------------WER ZU SPÄT KOMMT, MUSS VON DER TEILNAHME LEIDER AUSGESCHLOSSEN WERDEN.Grund ist, dass nach Kursbeginn der Corona-Schutz-Status nicht mehr kontrolliert werden kann.TagBeginnEndeNiveauOrtBemerkungenAnmeldungKursausfälleDienstag16:0017:30Sportcenter KautzVorlesungszeit und vorlesungsfreie Zeithttps://anmeld…Donnerstag16:3018:00Sportcenter KautzVorlesungszeit und vorlesungsfreie Zeithttps://anmeld…"
11;"Inline-Basketball ist die gelungene Kombination zweierSportarten, die Dynamik, Gewandtheit und den Spaß auf Inline-Skates mit der Jagd nach Körben verbindet. Für einen soliden Inline-Skater mit Vorerfahrungen im Basketball kann es bereits nach kurzer Eingewöhnungrasant zur Sache gehen. Das Regelwerk lehnt sich an dieBasketballregeln an, bei der Schrittregelung gibt es jedoch Besonderheiten.Inline-Basketball ist eine klassische Mixed-Sportart.Spielerinnen und Spieler, die Lust auf eine neue Bewegungserfahrung mit hohem Spaßfaktor haben, sind herzlich willkommen.Mitzubringen sind auf jeden Fall Inline-Skates und einHelm. Sehr zu empfehlen sind auch Knie-, Ellenbogen- und Handprotektoren.Der Kurs wird durchgeführt in Kooperation mit den Cologne DunkNIX im TPSK 1925 e. V.Für weitere Anfragen wendet Euch bitte an folgenden Kontakt:info@inlinebasketball.de2G+ Nachweispflicht ab SofortDas heißt, es dürfen nur teilnehmen:- immunisierte Personen (geimpft/genesen), diezusätzlichverfügen über- einenaktuell gültigen Testnachweis(Antigen-Schnelltest max. 24 Std. alt;PCR-Test max. 48 Std. alt).NEU!:Diezusätzliche Testpflicht (2G+) entfälltfür Personen, diezusätzlich zur vollständigen Grundimmunisierung geboostertoder in den letzten drei Monaten von einer Infektiongenesensind.Vor Kursbeginn sind die Teilnehmenden angehalten, den Nachweis zum Corona-Schutz-Status samt Personalausweis vorzulegen. Ohne Nachweis ist die Teilnahme nicht gestattet.------------- ACHTUNG: KOMMT CA. 10 MIN VOR KURSBEGINN! -----------------WER ZU SPÄT KOMMT, MUSS VON DER TEILNAHME LEIDER AUSGESCHLOSSEN WERDEN.Grund ist, dass nach Kursbeginn der Corona-Schutz-Status nicht mehr kontrolliert werden kann.TagBeginnEndeNiveauOrtBemerkungenAnmeldungKursausfälleMittwoch20:0022:00Tollerstraße 16, Max-Ernst-GSnur Vorlesungszeit"
12;Korfball ist ein um die Jahrhundertwende in Holland entwickeltes Ballspiel. Das Wort„Korf“ ist niederländisch und bedeutet Korb.Die Spielidee: Mädchen und Jungenspielen gemeinsam in einer Mannschaft. Einen Punkterzielt, wer den Ball von oben durch den Korb wirft. Am Ende siegt die Mannschaft, die die meisten Körbe erzielthat.Faires Zusammenspiel und Gleichberechtigungvon Mann und Frau sind die wichtigsten Grundsätze des Korfball-Spiels. Vier Männer und vier Frauen spielen gleichberechtigt in einem Team. Korfball bietet gemeinsameErlebnisse: mit der Mannschaft Siege feiern und Niederlagen einstecken, Freundschaften knüpfen und zusammen Spaß haben.Da bis Redaktionsschluss Trainingsort und Hallenzeitennicht feststanden, bitten wir euch diese auf unsererHomepage unterwww.hochschulsport-koeln.deoder in der App nachzusehen..
13;Quidditch ist ein Vollkontaktsport, der in gemischtgeschlechtlichen Teams gespielt wird und Elemente aus Handball, Rugby und Dodgeball miteinander vereint.Von den sieben SpielerInnen auf dem Feld dürfen sich maximal vier mit dem gleichen Geschlecht identifizieren.Eure Ausrüstung muss nur aus Stollenschuhen, Hose und einem Trikot bestehen. Die restliche Ausrüstung wird gestellt.Ansprechpartner:Torben Weyerbrocktorweyerbrock@gmx.netFür die Teilnahme an allen Kursen des Hochschulsports gilt die2-G Regel(geimpft oder genesen).Vor Kursbeginn sind die Teilnehmenden angehalten, den Nachweis zum Corona-Schutz-Status samt Personalausweis vorzulegen. Ohne Nachweis ist die Teilnahme nicht gestattet.2G Nachweis1. entweder: Nachweis einer vollständigen Impfung (2. Impfung länger als 14 Tage her)2. oder: Nachweis über GenesungTagBeginnEndeNiveauOrtBemerkungenAnmeldungKursausfälleDienstag19:0021:00Bezirkssportanlage Mehrheimerstr. 265Vorlesungszeit und vorlesungsfreie ZeitAnmeldung beim KursDonnerstag19:0021:00Bezirkssportanlage Mehrheimerstr. 265Vorlesungszeit und vorlesungsfreie ZeitAnmeldung beim Kurs
14;"Mehr als nur Basketball!Rollstuhlbasketball ist eine Sportart, die ursprünglichnach dem zweiten Weltkrieg in Amerika entwickelt wurde,um Kriegsverletzte nach ihren traumatischen Erlebnissen wieder an den Sport heranzuführen und, wichtiger noch, ihre Integration in die Gesellschaft zu erleichtern.Heute gehört Rollstuhlbasketball zu einer der rasantesten Sportarten, die es mit einem Rollstuhl zu spielen gibt, und sie hat sich in vielen Ländern professionalisiert. Auch in Deutschland gibt es eine erste Bundesliga, die international mithalten kann. Der Rollstuhlbasketballclub „Köln 99ers“ ist in jeder der deutschen Ligen von der Landesliga bis zur ersten Bundesliga vertreten.Bei dieser komplexen Sportart geht es um die Kombinationvon Techniken des Basketballs und Rollstuhlbeherrschung. Die Sportart bietet viel Spaß im Umgang mit Ballund Rollstuhl, willkommene Abwechslung von den üblichen „Fußgänger“-Sportarten und bringt einen an seine Grenzen der Kraft. Es spielen zum einen sowohl körperlich eingeschränkte Sportler als auch nichtbehinderte „Fußgänger“ und zum anderen sowohl Männer als auch Frauen zusammen in einer Mannschaft, so dass Rollstuhlbasketball eine der wenigen Sportarten ist, die auch auf hohem Niveau keine Grenzen kennt, was die Mannschaftszusammenstellung angeht.Wenn ihr also Interesse habt, euch rollend durch die Halle zu bewegen und ein paar Körbe zu werfen, um indiesen Sport einmal reinzuschnuppern, könnte ihr gerne einen der angegebenen Trainingstermine wahrnehmen.Meldet euch bitte nur untersedat.oezbicerler@rbc-koeln99ers.devorher an, damit für euch ein Rollstuhl bereitgestellt werden kann!2G+ Nachweispflicht ab SofortDas heißt, es dürfen nur teilnehmen:- immunisierte Personen (geimpft/genesen), diezusätzlichverfügen über- einenaktuell gültigen Testnachweis(Antigen-Schnelltest max. 24 Std. alt;PCR-Test max. 48 Std. alt).NEU!:Diezusätzliche Testpflicht (2G+) entfälltfür Personen, diezusätzlich zur vollständigen Grundimmunisierung geboostertoder in den letzten drei Monaten von einer Infektiongenesensind.Vor Kursbeginn sind die Teilnehmenden angehalten, den Nachweis zum Corona-Schutz-Status samt Personalausweis vorzulegen. Ohne Nachweis ist die Teilnahme nicht gestattet.------------- ACHTUNG: KOMMT CA. 10 MIN VOR KURSBEGINN! -----------------WER ZU SPÄT KOMMT, MUSS VON DER TEILNAHME LEIDER AUSGESCHLOSSEN WERDEN.Grund ist, dass nach Kursbeginn der Corona-Schutz-Status nicht mehr kontrolliert werden kann.TagBeginnEndeNiveauOrtBemerkungenAnmeldungKursausfälleFreitag18:0020:00Georg Simon Ohm SchuleVorlesungszeit und vorlesungsfreie ZeitLandes-, Ober- und Regionallandesliga"
15;"Rugby ist der zweitpopulärste Mannschaftssport derWelt, nur leider in Deutschland noch etwas unterrepräsentiert. Es ist ein sehr dynamisches Spiel, das hohen Körpereinsatz, Fitness und Durchsetzungsvermögen verlangt. Ein strenges Regelwerk sorgt für fairen und diszipliniertenWettkampf. Nicht die Körpergröße ist entscheidend, sondern vor allem Kondition, der Spielwitz und die Motivation sind Hauptfaktoren beim Rugby.Rugby wird ausschließlich im Freien gespielt. Die Ausrüstung besteht lediglich aus Stollenschuhen, Hose, Trikot und einem Mundschutz.Außerdem ist das „social life“ von großer Bedeutung.Obbei Sommerfesten, der Weihnachtsfeier oder auch nurin den „dritten Halbzeiten“ nach den Spielen: Einbringenin soziale Aktivitäten sind sehr erwünscht.Voraussetzungen:Fitness, Sozialkompetenz, Wetter­festigkeit, Sangesfreude, Partytauglichkeit.2G+ Nachweispflicht ab SofortDas heißt, es dürfen nur teilnehmen:- immunisierte Personen (geimpft/genesen), diezusätzlichverfügen über- einenaktuell gültigen Testnachweis(Antigen-Schnelltest max. 24 Std. alt;PCR-Test max. 48 Std. alt).NEU!:Diezusätzliche Testpflicht (2G+) entfälltfür Personen, diezusätzlich zur vollständigen Grundimmunisierung geboostertoder in den letzten drei Monaten von einer Infektiongenesensind.Vor Kursbeginn sind die Teilnehmenden angehalten, den Nachweis zum Corona-Schutz-Status samt Personalausweis vorzulegen. Ohne Nachweis ist die Teilnahme nicht gestattet.------------- ACHTUNG: KOMMT CA. 10 MIN VOR KURSBEGINN! -----------------WER ZU SPÄT KOMMT, MUSS VON DER TEILNAHME LEIDER AUSGESCHLOSSEN WERDEN.Grund ist, dass nach Kursbeginn der Corona-Schutz-Status nicht mehr kontrolliert werden kann.Ansprechpartner:Damen: Jana,janakierdorf21511@gmail.comHerren: Lukas,lu.ho.89@gmx.de/ 0157 36660292TagBeginnEndeNiveauOrtBemerkungenAnmeldungKursausfälleMontag19:0020:30A / FARugby Park Kölnnur VorlesungszeitDamen/HerrenDienstag19:0021:00FRugby Park Kölnnur VorlesungszeitHerrenMittwoch19:0021:00FRugby Park Kölnnur VorlesungszeitDamenDonnerstag19:0021:00FRugby Park Kölnnur VorlesungszeitHerrenFreitag19:0021:00FA/FRugby Park Kölnnur VorlesungszeitDamen/Herren"
16;"Als aktionsreiche und interessante, aber auch sehr anspruchsvolle „life time“ Sportart faszinierte sie schon Millionen und wird auch euch begeistern. Wir vermitteln die Technik, die für ein spaßbringendes Tennisspiel notwendig ist.Kursangebot:vier TeilnehmerInnen trainieren siebenmal 60 Minuten auf einem Platz (DTB B-Lizenz-Trainer)(Unterricht/Leihschläger/Ballmaschine)Anmeldung: Sa., 16.10.2021um09.00 Uhr bis Mo., 18.10.2021 um 09.00 Uhr:hier2G+ Nachweispflicht ab SofortDas heißt, es dürfen nur teilnehmen:- immunisierte Personen (geimpft/genesen), diezusätzlichverfügen über- einenaktuell gültigen Testnachweis(Antigen-Schnelltest max. 24 Std. alt;PCR-Test max. 48 Std. alt).NEU!:Diezusätzliche Testpflicht (2G+) entfälltfür Personen, diezusätzlich zur vollständigen Grundimmunisierung geboostertoder in den letzten drei Monaten von einer Infektiongenesensind.Vor Kursbeginn sind die Teilnehmenden angehalten, den Nachweis zum Corona-Schutz-Status samt Personalausweis vorzulegen. Ohne Nachweis ist die Teilnahme nicht gestattet.------------- ACHTUNG: KOMMT CA. 10 MIN VOR KURSBEGINN! -----------------WER ZU SPÄT KOMMT, MUSS VON DER TEILNAHME LEIDER AUSGESCHLOSSEN WERDEN.Grund ist, dass nach Kursbeginn der Corona-Schutz-Status nicht mehr kontrolliert werden kann.TagBeginnEndeNiveauOrtBemerkungenAnmeldungKursausfälleMontag11:0012:00ASportcenter Kautznur VorlesungszeitBeginn: 25.10.2021Montag12:0013:00FASportcenter Kautznur VorlesungszeitBeginn: 25.10.2021Montag13:0014:00FASportcenter Kautznur VorlesungszeitBeginn: 25.10.2021Dienstag11:0012:00FSportcenter Kautznur VorlesungszeitBeginn: 26.10.2021Dienstag12:0013:00FASportcenter Kautznur VorlesungszeitBeginn: 26.10.2021Dienstag13:0014:00ASportcenter Kautznur VorlesungszeitBeginn: 26.10.2021Sonntag13:0014:00ASportcenter Kautznur VorlesungszeitBeginn: 31.10.2021Sonntag14:0015:00FASportcenter Kautznur VorlesungszeitBeginn: 31.10.2021"
17;"Tischfußball ist einer DER boomenden Fun-Sports der letzten Jahre. Was vermutlich jede*r von euch schonmal in der Kneipe gezockt oder zumindest gesehen hat, ist mittlerweile zum Sport mit Weltverband, Nationalteams und großen Events in vollgepackten Arenen rund um den Globus gewachsen.Aus diesem Grund bieten wir euch in diesem Jahr ein weiteres Mal in Kooperation mit dem Tischfußball-Verein „Kickersport Masters Köln"" Tischfußball bzw. Kickern im Rahmen des Hochschulsports an. Ob als kommunikativer Freizeitspaß zum Connecten mit neuen Menschen oder als Highspeed-Wettkampf, Tischfußball macht Spaß - auf jedem Niveau!In der entspannten Vereinslocation „Kickerfabrik“ stehen dir dabei nicht nur 8 Kickertische, sondern auch ein Lounge-Bereich, Dart-Board und sogar ein Super Nintendo samt Beamer zur Verfügung. Um euch für die nächsten Kickertmatches in eurer Stammkneipe richtig fit zu machen, stehen dazu noch die erfahrenen Coaches mit Tipps & Tricks zu grundlegenden Techniken und Taktiken für euch bereit.Grundsätzlich ist der Kurs auf Anfänger*innen ausgerichtet, bietet aber ambitionierten Spielenden jederzeit die Möglichkeit, zu lernen und sich dem Ligabetrieb von Hobby- bis Landesliga anzuschließen.Um eine Anmeldung zum Kurs wird gebeten, ihr könnt aber auch jederzeit ohne Anmeldung spontan in der Kickerfabrik erscheinen.Zum Zocken, Daddeln oder Trainieren könnt ihr einfach flexibel zwischen 18:30 und 23:00 Uhr vorbeikommen.Die Anmeldung erfolgt online; sie wird jeweils drei Stunden vor Kursbeginn eröffnet. Diese Anmeldung ist verbindlich!Bitte bring zum Kurs deinenLichtbildausweis+ denfolgenden Nachweismit:_______________________1.) 2G + Test2G:Du bistgeimpft odergenesenPlustagesaktueller Test.(Antigen-Schnelltest max. 24 Std. alt;PCR-Test max. 48 Std. alt).2.) Befreiung von der Testpflicht:Du bist befreit vom tagesaktuellen Test, wenn du:Alledrei Impfungenhast(„geboostert“)Oderinnerhalb derletzten drei Monatevon einer Infektiongenesenbist.________________ACHTUNG: BITTE KOMMT CA. 10 MIN VOR KURSBEGINN!WER ZU SPÄT KOMMT, MUSS VON DER TEILNAHME LEIDER AUSGESCHLOSSEN WERDEN.Grund ist, dass nach Kursbeginn der Corona-Schutz-Status nicht mehr kontrolliert werden kann.________________TagBeginnEndeNiveauOrtBemerkungenAnmeldungKursausfälleMittwoch19:0021:00Kölner KickerfabrikVorlesungszeit und vorlesungsfreie Zeithttps://anmeld…"
18;"Tischtennis wird seit Ende des 18.Jh gespielt und gilt als die schnellste Sportart der Welt – mit enorm hohen Anforderungen an die Reaktionsfähigkeit und das Konzentrationsvermögen.Ein bisschen Ping Pong spielen kann ja eigentlich jeder. Wer jedoch seine Fähigkeiten ausbauen möchte, der findet im Hochschulsportsport ideale Möglichkeiten.EinsteigerInnen, Fortgeschrittene und WettkampfspielerInnen sind willkommen.Aktuell finden nur die Kurse mit Anmeldebutton statt! Die Anmeldung erfolgt online;sie wird jeweilsdrei Stunden vor Kursbeginn eröffnet.Diese Anmeldung ist verbindlich!Bitte achtet darauf, pünktlich vor Ort zu erscheinen und haltet zu allen Kursen euren Studierendenausweis mit Lichtbild bereit.2G+ Nachweispflicht ab SofortDas heißt, es dürfen nur teilnehmen:- immunisierte Personen (geimpft/genesen), diezusätzlichverfügen über- einenaktuell gültigen Testnachweis(Antigen-Schnelltest max. 24 Std. alt;PCR-Test max. 48 Std. alt).NEU!:Diezusätzliche Testpflicht (2G+) entfälltfür Personen, diezusätzlich zur vollständigen Grundimmunisierung geboostertoder in den letzten drei Monaten von einer Infektiongenesensind.Vor Kursbeginn sind die Teilnehmenden angehalten, den Nachweis zum Corona-Schutz-Status samt Personalausweis vorzulegen. Ohne Nachweis ist die Teilnahme nicht gestattet.------------- ACHTUNG: KOMMT CA. 10 MIN VOR KURSBEGINN! -----------------WER ZU SPÄT KOMMT, MUSS VON DER TEILNAHME LEIDER AUSGESCHLOSSEN WERDEN.Grund ist, dass nach Kursbeginn der Corona-Schutz-Status nicht mehr kontrolliert werden kann.Wichtig: Bitte beachtet, dass dieser Kurs nur unter strenger Einhaltung der Corona-Maßnahmen stattfinden kann. Dies beinhaltet zB, dass kein Doppelspiel, kein Gruppenspiel (Rundlauf) und keine Seitenwechsel möglich sind, dass während des Spiel ein 3-Meter Sicherheitsabstand eingehalten wird, dass keine Duschen und Umkleideräume genutzt werden können, ihr müsst somit umgezogen zu dem Kurs erscheinen und dürft in der Halle lediglich eure Schuhe wechseln, etc. Bitte denkt außerdem daran, Masken mitzubringen und bei Betreten des Gebäudes aufzuziehen und daran, pünklich zu erscheinen.TagBeginnEndeNiveauOrtBemerkungenAnmeldungKursausfälleDienstag19:0021:00Humboldtstraße 41Vorlesungszeit und vorlesungsfreie Zeithttps://anmeld…Mittwoch20:3022:00Humboldtstraße 41Vorlesungszeit und vorlesungsfreie Zeithttps://anmeld…"
19;"Fit werden und dabei noch eine coole Mannschaftssportart kennenlernen. Geht das überhaupt? Na klar!!Touch Rugby ist ein schneller Mixed-Ballsport aus Australien, der in sechser-Teams gespielt wird. Ein Team besteht sowohl aus Frauen als auch Männern.Im Unterschied zum klassischen Rugby gibt es beim Touch Rugby kein Tackling – Geschwindigkeit, Taktik und geschicktes Passspiel stehen im Vordergrund. Die Intensität des Spiels erfährt dadurch eine enorme Steigerung, die Verletzungsgefahr wird reduziert und macht die Sportart zum Breiten- und Familiensport.Durch ein abwechslungsreiches und interessantes Training, gepaart mit taktischen Einheiten und einer Menge Spaß bietet Touch den perfekten Ausgleich über den Winter hinweg.Jeder ist herzlich willkommen! Außer angebrachter Kleidung gibt es keine Voraussetzungen.Trainiert wird jeden Montag ab 19.00 Uhr auf dem Trainingsgelände des TuS rrh Köln.Aktuelle Infos gibt es auf unserer Facebook Seite:https://www.facebook.com/Touch.Colonia/Bei Interesse wendet euch bitte an: t.pfeil@tuskoeln.deKommt und lernt unser internationales Team kennen!Wir freuen uns auf euch.2G+ Nachweispflicht ab SofortDas heißt, es dürfen nur teilnehmen:- immunisierte Personen (geimpft/genesen), diezusätzlichverfügen über- einenaktuell gültigen Testnachweis(Antigen-Schnelltest max. 24 Std. alt;PCR-Test max. 48 Std. alt).NEU!:Diezusätzliche Testpflicht (2G+) entfälltfür Personen, diezusätzlich zur vollständigen Grundimmunisierung geboostertoder in den letzten drei Monaten von einer Infektiongenesensind.Vor Kursbeginn sind die Teilnehmenden angehalten, den Nachweis zum Corona-Schutz-Status samt Personalausweis vorzulegen. Ohne Nachweis ist die Teilnahme nicht gestattet.------------- ACHTUNG: KOMMT CA. 10 MIN VOR KURSBEGINN! -----------------WER ZU SPÄT KOMMT, MUSS VON DER TEILNAHME LEIDER AUSGESCHLOSSEN WERDEN.Grund ist, dass nach Kursbeginn der Corona-Schutz-Status nicht mehr kontrolliert werden kann.TagBeginnEndeNiveauOrtBemerkungenAnmeldungKursausfälleMontag19:0020:30Sportpark Höhenbergnur Vorlesungszeit"
20;"Ultimate ist ein actionreicher Teamsport mit der Frisbee. Es ist ein laufintensives Spiel ohne Körperkontakt, bei dem zwei Teams gegeneinander antreten. Indoor spielen wir 5 gegen 5, Outdoor 7 gegen 7. Ziel des Spiels ist es, die Scheibe in der gegnerischen Endzone zu fangen und dadurch einen Punkt zu erzielen, bevor das gegnerische Team sie erobern kann. Wer die Scheibe hält, darf aber nicht laufen. So entsteht ein schnelles, taktisches Pass-Spiel bei dem die Athlet*innen um die Wette laufen, werfen und fliegen.Über allem steht hierbei die erste Regel des Ultimate, der ""Spirit of the Game"". Dieser stellt für alle Spieler*innen, trotz des gewünschten hohen kämpferischen Einsatzes, die Sportlichkeit und Fairness während des Spiels in den Vordergrund. Denn ohne Schiedsrichter*innen ist der Sport darauf angewiesen, dass alle die Regeln kennen und anwenden, sich mit Respekt begegnen und Fair Play priorisieren. Bis in die Weltspitze sorgt das für eine einzigartige, warmherzige Community, die sich freut auch dich bald zu begrüßen!In diesem Kurs lernst du die Grundregeln, -techniken und -taktiken des Ultimate Spiels kennen. Dazu gehören unter anderem verschiedene Wurfarten sowie Offence- und Defence-Strategien. In jedem Training steht dabei der Spirit of the Game, Spaß am Spiel und Zusammenhalt des Teams im Vordergrund.Mitzubringen: Sporthose, dunkles und helles Shirt, Hallenschuhe, Trinkflasche, Mund-Nasenschutz für die Umkleide- und Flurbereiche.Du bist dir nicht sicher, ob die Sportart deinen Erwartungen entspricht? Schreib uns gerne, wenn du Fragen hast!ultimatekoeln@protonmail.comDie Anmeldung erfolgt online;sie wird jeweils drei Stunden vor Kursbeginn eröffnet. Diese Anmeldung ist verbindlich!Bitte achtet darauf, pünktlich vor Ort zu erscheinen und haltet zu allen Kursen euren Studierendenausweis mit Lichtbild bereit2G+ Nachweispflicht ab SofortDas heißt, es dürfen nur teilnehmen:- immunisierte Personen (geimpft/genesen), diezusätzlichverfügen über- einenaktuell gültigen Testnachweis(Antigen-Schnelltest max. 24 Std. alt;PCR-Test max. 48 Std. alt).NEU!:Diezusätzliche Testpflicht (2G+) entfälltfür Personen, diezusätzlich zur vollständigen Grundimmunisierung geboostertoder in den letzten drei Monaten von einer Infektiongenesensind.Vor Kursbeginn sind die Teilnehmenden angehalten, den Nachweis zum Corona-Schutz-Status samt Personalausweis vorzulegen. Ohne Nachweis ist die Teilnahme nicht gestattet.------------- ACHTUNG: KOMMT CA. 10 MIN VOR KURSBEGINN! -----------------WER ZU SPÄT KOMMT, MUSS VON DER TEILNAHME LEIDER AUSGESCHLOSSEN WERDEN.Grund ist, dass nach Kursbeginn der Corona-Schutz-Status nicht mehr kontrolliert werden kann.TagBeginnEndeNiveauOrtBemerkungenAnmeldungKursausfälleMittwoch17:3019:00Gereonsmühlengasse 4Vorlesungszeit und vorlesungsfreie ZeitBeginn: 10.11.2021https://anmeld…"
21;"Traditionell nehmen die Volleyballveranstaltungen neben den Fitnesskursen einen Spitzenrang im Hochschulsport ein. Wählt im eigenen wie auch im Interesse eurer MitspielerInnen einen Kurs, der eurem Fertigkeitsniveau entspricht. Generell sind die Kurse vor allem bei einem Einstieg zu Beginn des Semesters sowie kontinuierlicher Teilnahme sinnvoll. Orientierung zu den Niveaus bieten die nachfolgend aufgeführten Kursbeschreibungen:V1 (Rookie):Dieser Kurs wendet sich an alle, die die Basiselemente des Volleyballspiels erlernen oder festigen wollen. In Spiel- und Übungsreihen werden die Grundtechniken (Pritschen, Baggern, Aufschlag von unten), die individuelle Taktik und die grundlegende Mannschaftstaktik (Positionskenntnisse 1 bis 6, Spielaufbau) vermittelt.V2 (Intermediate): Vorausgesetzt werden die Grundtechniken von dem V1 Kurs. Zu den Grundtechniken werden weiterführende Techniken (Legen, Aufschlag von oben, Stemmschritt) erlernt. Taktisch spielt vor allem das Zuspiel sowie das Angriff-/Block- und Abwehrverhalten sowie die Sicherung eine große Rolle, aber auch das Läufersyytem 5:1.V3 (Advanced):In diesen Kursen werden die technischen und taktischen Fertigkeiten aus V2 vorausgesetzt. Hinzu kommt die Verbesserung des Angriffsschlags und das Erlernen des Driveschlags sowie das Blocken. Taktisch wird das Läufersystem 5:1 vorausgesetzt.V4 (Professional):Hier wird eine variable Ballkontrolle und das sichere Beherrschen des Läufersystems 5:1 vorausgesetzt. Technisch wird vor allem an der Variabilität gearbeitet und taktisch werden verschiedene Angriffskombinationen eingeführt. Der Kurs ist für leistungsorientierte (Vereins-)Spieler, die in lockerer Atmosphäre etwas zaubern wollen (es wird hauptsächlich gespielt).Unsere Trainer schätzen eure tatkräftige Unterstützung beim Auf- und Abbau der Volleyballanlage!Unsere Volleyballer haben sogar eine eigene Homepage, auf der alle Neuigkeiten ausgetauscht werden können. Ihr findet sie unter: www.volleyball.uni-koeln.deAktuell finden nur die Kurse mit Anmeldebutton statt! Die Anmeldung erfolgt online;sie wird jeweils drei Stunden vor Kursbeginn eröffnet. Diese Anmeldung ist verbindlich!Bitte achtet darauf, pünktlich vor Ort zu erscheinen und haltet zu allen Kursen euren Studierendenausweis mit Lichtbild bereit.Sporthalle Zülpicher Wall: !!! BITTE WARTET MIT MASKE AM PARKPLATZ, BIS DER TRAINER EUCH HINEINBEGLEITET. DIE MASKE DARF ERST IN DER HALLE AUSGEZOGEN WERDEN. Deswegen erscheint bitte 10 Minuten vor Kursbeginn !!!DIE LEUTE, DIE ZU SPÄT KOMMEN; WERDEN VON DER TEILNAHME LEIDER AUSGESCHLOSSEN.!!!Wichtig!!!: Bei Missachten der Regeln steht es dem Hochschulsport zu, Teilnehmer vom Kurs auszuschließen.2G+ Nachweispflicht ab SofortDas heißt, es dürfen nur teilnehmen:- immunisierte Personen (geimpft/genesen), diezusätzlichverfügen über- einenaktuell gültigen Testnachweis(Antigen-Schnelltest max. 24 Std. alt;PCR-Test max. 48 Std. alt).NEU!:Diezusätzliche Testpflicht (2G+) entfälltfür Personen, diezusätzlich zur vollständigen Grundimmunisierung geboostertoder in den letzten drei Monaten von einer Infektiongenesensind.Vor Kursbeginn sind die Teilnehmenden angehalten, den Nachweis zum Corona-Schutz-Status samt Personalausweis vorzulegen. Ohne Nachweis ist die Teilnahme nicht gestattet.------------- ACHTUNG: KOMMT CA. 10 MIN VOR KURSBEGINN! -----------------WER ZU SPÄT KOMMT, MUSS VON DER TEILNAHME LEIDER AUSGESCHLOSSEN WERDEN.Grund ist, dass nach Kursbeginn der Corona-Schutz-Status nicht mehr kontrolliert werden kann.Pfälzer Straße: Die Halle ist aufgrund von Beschädigungen des Bodens bis auf weiteres gesperrt.TagBeginnEndeNiveauOrtBemerkungenAnmeldungKursausfälleMontag17:0019:00V1Pfälzer Straße 30-34Vorlesungszeit und vorlesungsfreie ZeitHalle ist bis auf weiteres gesperrt.Montag19:0020:20V3Pfälzer Straße 30-34Vorlesungszeit und vorlesungsfreie ZeitHalle ist bis auf weiteres gesperrt.Dienstag11:3013:30V2Zülpicher Wall 1Vorlesungszeit und vorlesungsfreie Zeithttps://anmeld…Dienstag18:0020:00V1Im Perlengraben 101Vorlesungszeit und vorlesungsfreie Zeithttps://anmeld…Dienstag20:0022:00V2Im Perlengraben 101Vorlesungszeit und vorlesungsfreie Zeithttps://anmeld…Mittwoch17:3019:30V3EumeniusstraßeVorlesungszeit und vorlesungsfreie Zeithttps://anmeld…Mittwoch19:3021:30V4EumeniusstraßeVorlesungszeit und vorlesungsfreie Zeithttps://anmeld…Donnerstag17:4519:30V2Humboldt-GymnasiumVorlesungszeit und vorlesungsfreie Zeithttps://anmeld…Freitag11:3013:30V1Zülpicher Wall 1Vorlesungszeit und vorlesungsfreie Zeithttps://anmeld…Samstag14:0015:30V2Zülpicher Wall 1nur Vorlesungszeit"
